"community_name","average_exhibition_period","HuoFang_rate","price_adjustment_num","price_adjustment_average","community_other_price","community_other_num","community_other_floor","community_other_area","community_average_price","community_average_area","community_average_floor","community_average_AreaPrice","business_district","business_district_sales_num","business_district_other_price","business_district_other_num","business_district_other_floor","business_district_other_area","business_district_average_price","business_district_average_area","business_district_average_floor","business_district_average_AreaPrice"
"好旺花苑",4.48915066254222,"无",1,200,4180,2,12,17.84,2090,8.92,6,234.304932735426,"行知路",74,165167,74,546,955.96,2231.98648648649,12.9183783783784,7.37837837837838,172.776057575631
"旭日景城",9.97344589413868,"无",1,100,2620,2,12,20.1,1310,10.05,6,130.348258706468,"五塘广场",44,55190,44,394,484.72,1254.31818181818,11.0163636363636,8.95454545454546,113.859547780162
"精金花园",6.27724841694865,"无",10,147,46970,32,1011,283.78,1467.8125,8.868125,31.59375,165.515540207203,"集庆门大街站",51,82200,51,1455,489.81,1611.76470588235,9.60411764705882,28.5294117647059,167.820175169964
"逸居苑",16.9931885495815,"无",4,130,11270,5,68,65.5,2254,13.1,13.6,172.06106870229,"淞发路",15,34350,15,174,199.82,2290,13.3213333333333,11.6,171.904714242819
"东方龙湖湾东湖苑",1.97273952255922,"无",1,130,2650,2,16,27.9,1325,13.95,8,94.9820788530466,"南京交院",19,22920,19,281,215.3,1206.31578947368,11.3315789473684,14.7894736842105,106.456107756619
"当代高邸",7.25338000719539,"无",6,223.333333333333,16110,8,48,107.9,2013.75,13.4875,6,149.304911955514,"上海大学",67,129480,67,484,876.46,1932.53731343284,13.0814925373134,7.22388059701493,147.730643725897
"天宝恬苑",7.25291697812784,"无",2,135,6810,4,24,47.6,1702.5,11.9,6,143.067226890756,"九亭",125,244200,125,1612,1602.8,1953.6,12.8224,12.896,152.358372847517
"绿洲康城亲水湾(西区)",5.99373462307784,"无",1,240,1830,1,6,11.7,1830,11.7,6,156.410256410256,"御桥",67,134189,67,888,838.51,2002.82089552239,12.5150746268657,13.2537313432836,160.032677010411
"美岸栖庭(公寓)",15.0002803509694,"无",2,300,16430,7,88,80.98,2347.14285714286,11.5685714285714,12.5714285714286,202.889602370956,"长江南路",70,146257,70,967,871.12,2089.38571428571,12.4445714285714,13.8142857142857,167.895353108642
"宝华海尚郡领",2.99049169703628,"无",1,230,3750,2,54,20.2,1875,10.1,27,185.643564356436,"锦绣路",98,230198,98,1000,1274.52,2348.95918367347,13.005306122449,10.2040816326531,180.615447384113
"嘉宝紫提湾(公寓)",14.49436136888,"无",1,170,6610,4,100,57.94,1652.5,14.485,25,114.08353469106,"马陆",32,52490,32,636,430.6,1640.3125,13.45625,19.875,121.899674872271
"春波西苑",6.68391813656389,"无",8,680,72090,31,693,362.24,2325.48387096774,11.6851612903226,22.3548387096774,199.011704946996,"西兴",70,155840,70,1129,884.81,2226.28571428571,12.6401428571429,16.1285714285714,176.12820831591
"三林世博家园(新浦路199弄)",16.3988601531458,"无",5,166,9460,5,73,52.7,1892,10.54,14.6,179.506641366224,"浦三路",80,NA,80,659,1050.37,NA,13.129625,8.2375,NA
"中建锦绣天地",9.24385905768998,"无",2,300,8800,4,64,37.1,2200,9.275,16,237.196765498652,"蟠龙路",5,10290,5,70,49,2058,9.8,14,210
"锦绣逸庭(公寓)",9.21070491741487,"无",3,203.333333333333,9810,5,65,66.4,1962,13.28,13,147.740963855422,"徐盈路",12,22760,12,139,149,1896.66666666667,12.4166666666667,11.5833333333333,152.751677852349
"中企艮山府",10.4094984828601,"无",1,200,62090,27,580,451.9,2299.62962962963,16.737037037037,21.4814814814815,137.397654348307,"新塘",111,223990,111,2169,1286.67,2017.92792792793,11.5916216216216,19.5405405405405,174.085041230463
"久阳文华府邸(公寓)",18.0056411239079,"无",4,177.5,15260,9,149,121.75,1695.55555555556,13.5277777777778,16.5555555555556,125.338809034908,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"美丽星城",7.83049770693585,"无",7,375.714285714286,33840,17,238,198.9,1990.58823529412,11.7,14,170.135746606335,"九亭",125,244200,125,1612,1602.8,1953.6,12.8224,12.896,152.358372847517
"润江花苑",13.4986295397582,"无",2,315,23910,14,105,174.5,1707.85714285714,12.4642857142857,7.5,137.02005730659,"泗泾",241,423619,241,2805,2915.43,1757.75518672199,12.0972199170124,11.6390041493776,145.302408221086
"祥源福邸",10.3296558826546,"无",4,370,10730,6,52,83.12,1788.33333333333,13.8533333333333,8.66666666666667,129.090471607315,"南翔",168,NA,168,2195,2427.11,NA,14.4470833333333,13.0654761904762,NA
"贵峰苑",9.35963556006886,"无",3,190,24460,14,81,176.6,1747.14285714286,12.6142857142857,5.78571428571429,138.505096262741,"银都路",40,73290,40,245,485.1,1832.25,12.1275,6.125,151.082251082251
"绿川家园",4.50986627968925,"无",2,365,3350,2,12,36.96,1675,18.48,6,90.6385281385281,"锦绣路",98,230198,98,1000,1274.52,2348.95918367347,13.005306122449,10.2040816326531,180.615447384113
"保利金爵公寓",14.9955861534658,"无",1,100,9640,5,61,57,1928,11.4,12.2,169.122807017544,"唐镇",57,115289,57,416,733.57,2022.61403508772,12.869649122807,7.29824561403509,157.161552408086
"海尚乐苑",10.3422491268455,"无",2,340,6428,6,86,66.31,1071.33333333333,11.0516666666667,14.3333333333333,96.9386216256975,"周浦东",63,82808,63,753,768.89,1314.4126984127,12.2046031746032,11.952380952381,107.698110262846
"杭钢尚堂府",3.17508428424246,"无",1,270,16660,11,218,102.48,1514.54545454545,9.31636363636364,19.8181818181818,162.568306010929,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"新里城和合苑",9.0456490210295,"无",9,197.777777777778,NA,23,141,268.05,NA,11.654347826087,6.1304347826087,NA,"高青路",42,NA,42,287,500.23,NA,11.9102380952381,6.83333333333333,NA
"好日子大家园C区",6.14392915209255,"无",6,186.666666666667,22290,16,96,209,1393.125,13.0625,6,106.650717703349,"刘行",150,219670,150,2293,1841.07,1464.46666666667,12.2738,15.2866666666667,119.316484435681
"北景园芳洲苑",15.6422715430946,"无",2,185,4250,3,33,29,1416.66666666667,9.66666666666667,11,146.551724137931,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"天阳美林湾",19.7865510167143,"无",3,170,7900,5,64,48.51,1580,9.702,12.8,162.853019995877,"三墩",206,312480,206,4741,2076.36,1516.8932038835,10.0794174757282,23.0145631067961,150.494133965208
"鹤北新村二街坊",12.8370993428627,"无",2,350,9120,6,36,71.6,1520,11.9333333333333,6,127.374301675978,"金平路",21,32840,21,184,251.43,1563.80952380952,11.9728571428571,8.76190476190476,130.612894244919
"中邦城市",7.74747414063386,"无",2,215,7770,4,52,54.6,1942.5,13.65,13,142.307692307692,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"翠苑二区",14.9528833059764,"无",1,100,5470,3,19,33.76,1823.33333333333,11.2533333333333,6.33333333333333,162.026066350711,"学院路",72,150780,72,1362,817.3,2094.16666666667,11.3513888888889,18.9166666666667,184.48550104001
"中旅紫金名门",9.39058605683347,"无",9,142.222222222222,49070,34,842,372.91,1443.23529411765,10.9679411764706,24.7647058823529,131.58670993001,"三墩",206,312480,206,4741,2076.36,1516.8932038835,10.0794174757282,23.0145631067961,150.494133965208
"科技新村",16.7382999561286,"无",1,100,6560,4,28,41.6,1640,10.4,7,157.692307692308,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"景舒苑七村",15.3386583761218,"无",3,203.333333333333,9100,6,66,69.3,1516.66666666667,11.55,11,131.313131313131,"联航路",59,95830,59,499,717.84,1624.23728813559,12.1667796610169,8.45762711864407,133.497715368327
"舒馨北苑",13.3385281509947,"无",8,227.5,20950,12,72,150.6,1745.83333333333,12.55,6,139.110225763612,"华夏东路",111,199169,111,753,1484.76,1794.31531531532,13.3762162162162,6.78378378378378,134.142218270966
"经纬学士逸居家园(五期)",7.35604414419086,"无",5,366,31150,17,165,212.5,1832.35294117647,12.5,9.70588235294118,146.588235294118,"南陈路",98,181269,98,1227,1179.27,1849.68367346939,12.0333673469388,12.5204081632653,153.712890177822
"马市街",26.9266851710169,"无",1,200,2090,1,6,8.6,2090,8.6,6,243.023255813954,"中河北路",24,53120,24,189,278.89,2213.33333333333,11.6204166666667,7.875,190.469360679838
"滨浦新苑二村",2.99386664082883,"无",1,300,3450,2,12,26.9,1725,13.45,6,128.252788104089,"沈杜公路",32,47670,32,352,388.04,1489.6875,12.12625,11,122.848159983507
"凤凰小区",10.1999692927616,"无",2,145,7500,5,30,70.5,1500,14.1,6,106.382978723404,"松江体育中心",45,68710,45,269,603.41,1526.88888888889,13.4091111111111,5.97777777777778,113.869508294526
"耀江文萃苑",17.7154305624569,"无",4,275,8360,4,72,48.1,2090,12.025,18,173.804573804574,"学院路",72,150780,72,1362,817.3,2094.16666666667,11.3513888888889,18.9166666666667,184.48550104001
"恒大御景湾",8.99168946432239,"无",3,156.666666666667,7770,5,107,44.47,1554,8.894,21.4,174.724533393299,"马陆",32,52490,32,636,430.6,1640.3125,13.45625,19.875,121.899674872271
"景瑞悦西台",15.7834799573172,"无",2,70,26250,14,107,192,1875,13.7142857142857,7.64285714285714,136.71875,"虾龙圩",77,127230,77,1359,875.47,1652.33766233766,11.3697402597403,17.6493506493506,145.327652575188
"雅仕苑",16.277228495319,"无",2,170,12180,7,44,83.78,1740,11.9685714285714,6.28571428571429,145.380759131058,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"名盛苑",14.996248003301,"无",2,200,12870,4,70,47.2,3217.5,11.8,17.5,272.669491525424,"鲁班路",24,75278,24,423,327.37,3136.58333333333,13.6404166666667,17.625,229.947765525247
"香樟公寓",17.5778787959717,"无",2,185,21840,12,82,134.3,1820,11.1916666666667,6.83333333333333,162.620997766195,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"嘉绿西苑",14.0597432581944,"无",5,190,34040,17,122,213.08,2002.35294117647,12.5341176470588,7.17647058823529,159.752205744321,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"秋月枫舍",13.5780479875337,"无",4,382.5,24210,7,190,87.4,3458.57142857143,12.4857142857143,27.1428571428571,277.002288329519,"镇坪路",32,101450,32,599,409.58,3170.3125,12.799375,18.71875,247.69275843547
"温馨人家",14.3805678614054,"无",12,179.166666666667,41880,18,231,262.32,2326.66666666667,14.5733333333333,12.8333333333333,159.652333028362,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"花木苑",6.27029282040041,"无",4,527.5,32070,11,106,135.23,2915.45454545455,12.2936363636364,9.63636363636364,237.151519633217,"世纪公园",66,166586,66,633,788.99,2524.0303030303,11.9543939393939,9.59090909090909,211.138290726118
"南方城",10.2414047312847,"无",2,280,12910,4,56,58.3,3227.5,14.575,14,221.440823327616,"莲花路",62,153360,62,598,858.5,2473.54838709677,13.8467741935484,9.64516129032258,178.63715783343
"恒大华城上河苑",14.8731118027073,"无",1,100,16949,8,48,108.5,2118.625,13.5625,6,156.21198156682,"杨思",36,78917,36,266,475.18,2192.13888888889,13.1994444444444,7.38888888888889,166.078117765899
"樱花路309弄",20.3118737924623,"无",2,165,8040,3,18,37.8,2680,12.6,6,212.698412698413,"世纪公园",66,166586,66,633,788.99,2524.0303030303,11.9543939393939,9.59090909090909,211.138290726118
"中福花苑",8.9810065617256,"无",2,1545.5,6589,3,64,34,2196.33333333333,11.3333333333333,21.3333333333333,193.794117647059,"南浦大桥",11,32349,11,245,131.15,2940.81818181818,11.9227272727273,22.2727272727273,246.656500190621
"汇成桂苑",20.9824920860777,"无",2,235,16190,5,35,60.01,3238,12.002,7,269.788368605232,"嘉善路",14,47250,14,195,182.82,3375,13.0585714285714,13.9285714285714,258.450935346242
"雾晓大楼",29.938226934928,"无",1,130,2690,1,20,10.5,2690,10.5,20,256.190476190476,"西藏南路",22,70950,22,533,248.2,3225,11.2818181818182,24.2272727272727,285.858178887994
"文化佳园",9.96701331648838,"无",1,1200,6920,2,19,24.2,3460,12.1,9.5,285.95041322314,"延吉中路",7,20590,7,109,87.3,2941.42857142857,12.4714285714286,15.5714285714286,235.853379152348
"中远两湾城",9.09389207522146,"无",26,403.076923076923,179380,54,1731,698,3321.85185185185,12.9259259259259,32.0555555555556,256.991404011461,"中潭路",66,211960,66,1981,838.69,3211.51515151515,12.7074242424242,30.0151515151515,252.727467836745
"融信学院府",11.268024200884,"无",10,157,54540,37,632,389.3,1474.05405405405,10.5216216216216,17.0810810810811,140.09761109684,"虾龙圩",77,127230,77,1359,875.47,1652.33766233766,11.3697402597403,17.6493506493506,145.327652575188
"光鸿苑",6.3876757403866,"无",3,223.333333333333,14590,5,106,58.9,2918,11.78,21.2,247.707979626486,"临沂新村",18,47570,18,200,228.5,2642.77777777778,12.6944444444444,11.1111111111111,208.183807439825
"风雅钱塘",10.0926486487723,"无",6,260,48980,21,644,276.32,2332.38095238095,13.1580952380952,30.6666666666667,177.258251302837,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"倾城之恋",7.17283404992887,"无",4,192.5,23150,11,222,128.1,2104.54545454545,11.6454545454545,20.1818181818182,180.71818891491,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"南都德迦西区",14.4595866251323,"无",1,100,4480,2,11,27.55,2240,13.775,5.5,162.613430127042,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"汇智湖畔家园",17.6640723495443,"无",2,365,9610,3,36,34.5,3203.33333333333,11.5,12,278.550724637681,"金科路",21,67380,21,291,251.6,3208.57142857143,11.9809523809524,13.8571428571429,267.806041335453
"华海园",7.48536615651308,"无",3,200,7730,4,65,49.8,1932.5,12.45,16.25,155.220883534137,"学院路",72,150780,72,1362,817.3,2094.16666666667,11.3513888888889,18.9166666666667,184.48550104001
"悦达花苑",4.95912147007883,"无",1,200,4530,1,8,13.2,4530,13.2,8,343.181818181818,"延安西路",26,92090,26,348,360.63,3541.92307692308,13.8703846153846,13.3846153846154,255.358677869284
"昌里花园",14.6646233319142,"无",5,322,15800,6,79,64.21,2633.33333333333,10.7016666666667,13.1666666666667,246.067590717957,"云台路",17,46290,17,194,219.48,2722.94117647059,12.9105882352941,11.4117647058824,210.907599781301
"陈家门小区",16.6647448613964,"无",2,250,8980,3,18,40.8,2993.33333333333,13.6,6,220.098039215686,"浦东大道",24,68648,24,246,268.27,2860.33333333333,11.1779166666667,10.25,255.891452640996
"三湘世纪花城三期",9.96381170550982,"无",1,100,2860,1,14,13.7,2860,13.7,14,208.759124087591,"江湾镇",57,145767,57,601,782.15,2557.31578947368,13.7219298245614,10.5438596491228,186.367065140958
"河滨围城",4.96041719753433,"无",1,100,3430,1,15,13,3430,13,15,263.846153846154,"江宁路地铁站",13,42440,13,303,168.73,3264.61538461538,12.9792307692308,23.3076923076923,251.526106797843
"尚海郦景",8.33373648763316,"无",4,85,27660,9,260,109.64,3073.33333333333,12.1822222222222,28.8888888888889,252.280189711784,"民生路",42,115238,42,653,486.62,2743.7619047619,11.5861904761905,15.547619047619,236.813119066212
"宏立瑞园",7.33777972111474,"无",7,214.285714285714,23550,15,252,170.69,1570,11.3793333333333,16.8,137.9694182436,"南翔",168,NA,168,2195,2427.11,NA,14.4470833333333,13.0654761904762,NA
"保利叶上海(二期)",8.66655285269758,"无",1,240,31010,21,635,249.8,1476.66666666667,11.8952380952381,30.2380952380952,124.139311449159,"刘行",150,219670,150,2293,1841.07,1464.46666666667,12.2738,15.2866666666667,119.316484435681
"朝晖五区",18.9099937675341,"无",1,200,1990,1,5,13.1,1990,13.1,5,151.908396946565,"西湖文化广场",42,89550,42,542,493.87,2132.14285714286,11.7588095238095,12.9047619047619,181.323020227995
"美罗家园金丰苑",7.66543935667769,"无",2,285,7500,6,106,75.7,1250,12.6166666666667,17.6666666666667,99.0752972258917,"美兰湖",10,12770,10,130,164.5,1277,16.45,13,77.629179331307
"宝菊新家园",10.6533614832181,"无",3,417,2469,3,23,41.6,823,13.8666666666667,7.66666666666667,59.3509615384615,"嘉定西",138,167269,138,1805,1764.01,1212.09420289855,12.7826811594203,13.0797101449275,94.8231585988742
"绿地领海(商业类)",15.5934659046205,"无",2,170,6760,5,92,63,1352,12.6,18.4,107.301587301587,"祁华路",72,125240,72,839,892.73,1739.44444444444,12.3990277777778,11.6527777777778,140.288777121862
"嘉宝梦之缘景庭",11.4015888423595,"无",7,117.142857142857,28510,20,301,225.87,1425.5,11.2935,15.05,126.223048656307,"白银路",81,120408,81,1555,958.97,1486.51851851852,11.8391358024691,19.1975308641975,125.559715111005
"欣盛东方郡西区",8.79518224713226,"无",6,258.333333333333,25210,11,270,140,2291.81818181818,12.7272727272727,24.5454545454545,180.071428571429,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"欣盛东方郡东区",8.99217298045387,"无",3,330,20340,9,252,120.6,2260,13.4,28,168.65671641791,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"翠水园",17.5855377061935,"无",1,140,8040,5,30,92.8,1608,18.56,6,86.6379310344828,"左江道",13,20200,13,207,186.88,1553.84615384615,14.3753846153846,15.9230769230769,108.090753424658
"世茂之西湖",5.9518642689536,"无",1,40,3620,2,68,21.9,1810,10.95,34,165.296803652968,"中医药大学站",50,110840,50,906,756.07,2216.8,15.1214,18.12,146.600182522782
"惠众家园",12.6168605152572,"无",3,100,32100,29,728,309.1,1106.89655172414,10.6586206896552,25.1034482758621,103.849886768036,"梅林路",42,51100,42,1026,472.57,1216.66666666667,11.2516666666667,24.4285714285714,108.132128573545
"富裕广场",16.958843153871,"无",2,200,4350,2,66,23,2175,11.5,33,189.130434782609,"下瓦房",24,40880,24,222,349.4,1703.33333333333,14.5583333333333,9.25,117.000572409845
"前程里(河西区)",15.9826522897892,"无",2,130,4950,3,18,39,1650,13,6,126.923076923077,"南楼",12,20890,12,96,155.4,1740.83333333333,12.95,8,134.427284427284
"山水人家美林泉",7.47676224207713,"无",2,215,9660,4,36,68.18,2415,17.045,9,141.683778234086,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"天荣公寓",8.95968588852772,"无",1,230,2090,1,6,17.9,2090,17.9,6,116.759776536313,"海光寺",25,47110,25,327,335.62,1884.4,13.4248,13.08,140.367081818724
"海逸长洲瀚波园",12.9632045829848,"无",1,130,1460,1,25,9.8,1460,9.8,25,148.979591836735,"左江道",13,20200,13,207,186.88,1553.84615384615,14.3753846153846,15.9230769230769,108.090753424658
"中海寰宇天下",17.7580455299485,"无",5,160,13810,9,162,117.25,1534.44444444444,13.0277777777778,18,117.782515991471,"陈塘庄",50,78270,50,1125,670.67,1565.4,13.4134,22.5,116.704191331057
"中海学府公馆",16.2047666061959,"无",9,127.777777777778,39520,29,785,269.84,1362.75862068966,9.3048275862069,27.0689655172414,146.457159798399,"复兴门",33,47090,33,868,317.21,1426.9696969697,9.61242424242424,26.3030303030303,148.450553261247
"朝晖七区",8.55283760015826,"无",2,250,17510,9,64,95.2,1945.55555555556,10.5777777777778,7.11111111111111,183.928571428571,"西湖文化广场",42,89550,42,542,493.87,2132.14285714286,11.7588095238095,12.9047619047619,181.323020227995
"世纪梧桐公寓",13.3164775243567,"无",2,140,4690,3,68,36.4,1563.33333333333,12.1333333333333,22.6666666666667,128.846153846154,"左江道",13,20200,13,207,186.88,1553.84615384615,14.3753846153846,15.9230769230769,108.090753424658
"风荷新园",9.99179660408654,"无",1,240,7170,4,32,52,1792.5,13,8,137.884615384615,"二纬路",8,15870,8,110,108.2,1983.75,13.525,13.75,146.672828096118
"龙海公寓",13.5557073247228,"无",1,100,10580,7,56,79.6,1511.42857142857,11.3714285714286,8,132.914572864322,"下瓦房",24,40880,24,222,349.4,1703.33333333333,14.5583333333333,9.25,117.000572409845
"南国奥林匹克花园悉尼",17.8811104681043,"无",2,100,12640,8,136,85,1580,10.625,17,148.705882352941,"汉溪长隆",30,43700,30,420,322.3,1456.66666666667,10.7433333333333,14,135.587961526528
"时尚明苑",29.9625148650811,"无",1,100,1530,1,15,7.2,1530,7.2,15,212.5,"车陂",23,37190,23,439,203,1616.95652173913,8.82608695652174,19.0869565217391,183.20197044335
"盈彩美居",12.3346187704406,"无",1,240,14730,9,174,105.03,1636.66666666667,11.67,19.3333333333333,140.245644101685,"三溪",15,24590,15,261,166.8,1639.33333333333,11.12,17.4,147.42206235012
"首开望宸",8.87205951387534,"无",2,35,26450,24,259,224.8,1102.08333333333,9.36666666666667,10.7916666666667,117.660142348754,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"大华海派风景",10.8211043988011,"无",2,150,8570,7,124,54.5,1224.28571428571,7.78571428571429,17.7142857142857,157.247706422018,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"翠湖山庄",12.746967365403,"无",5,144,15980,8,188,108.92,1997.5,13.615,23.5,146.713183988248,"潭村",46,104980,46,1075,558.42,2282.17391304348,12.1395652173913,23.3695652173913,187.994699330253
