"community_name" "community_other_price" "community_other_num" "community_other_floor" "community_other_area" "community_average_price" "community_average_area" "community_average_floor" "community_average_AreaPrice" "business_district" "business_district_sales_num" "business_district_other_price" "business_district_other_num" "business_district_other_floor" "business_district_other_area" "business_district_average_price" "business_district_average_area" "business_district_average_floor" "business_district_average_AreaPrice"
"6260" "近江家园一园" 5150 2 13 28.4 2575 14.2 6.5 181.338028169014 "近江" 17 36710 17 138 186.6 2159.41176470588 10.9764705882353 8.11764705882353 196.730975348339
"6261" "水湘人家东苑" 2660 1 17 17.6 2660 17.6 17 151.136363636364 "新塘" 43 83380 43 744 506.86 1939.06976744186 11.7874418604651 17.3023255813953 164.503018585014
"6262" "积家" 5350 2 66 31.7 2675 15.85 33 168.769716088328 "中医药大学站" 25 55190 25 448 403.6 2207.6 16.144 17.92 136.744301288404
"6263" "长坡里" 1960 1 5 13.4 1960 13.4 5 146.268656716418 "城站" 9 19860 9 66 108.98 2206.66666666667 12.1088888888889 7.33333333333333 182.235272527069
"6264" "紫金文苑" 1660 1 19 11.84 1660 11.84 19 140.202702702703 "三坝" 54 101040 54 790 688.15 1871.11111111111 12.7435185185185 14.6296296296296 146.828453098888
"6265" "科技新村" 6660 4 28 51.7 1665 12.925 7 128.820116054159 "丰潭路" 69 128180 69 507 871.8 1857.68115942029 12.6347826086957 7.34782608695652 147.029135122735
"6266" "嘉南公寓小高层" 4320 2 20 39.1 2160 19.55 10 110.485933503836 "文新" 43 77150 43 267 579.96 1794.18604651163 13.4874418604651 6.2093023255814 133.02641561487
"6267" "贺田尚城" 6170 3 15 56.8 2056.66666666667 18.9333333333333 5 108.62676056338 "中医药大学站" 25 55190 25 448 403.6 2207.6 16.144 17.92 136.744301288404
"6268" "中豪四季公馆" 790 1 16 6 790 6 16 131.666666666667 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6269" "光明尚海湾" 1030 1 27 7.8 1030 7.8 27 132.051282051282 "曹家桥" 7 9550 7 206 93.1 1364.28571428571 13.3 29.4285714285714 102.577873254565
"6270" "玉兰香苑(三期)" 6710 3 18 43.4 2236.66666666667 14.4666666666667 6 154.608294930876 "广兰路" 57 136770 57 593 706.1 2399.47368421053 12.3877192982456 10.4035087719298 193.697776518907
"6271" "逸流公寓" 5220 2 69 22.7 2610 11.35 34.5 229.955947136564 "曹杨路" 8 22180 8 167 98.8 2772.5 12.35 20.875 224.493927125506
"6272" "海鸿公寓" 2490 1 6 11.2 2490 11.2 6 222.321428571429 "国权路" 11 28570 11 148 118.33 2597.27272727273 10.7572727272727 13.4545454545455 241.443420941435
"6273" "古北新城" 5550 2 32 22.2 2775 11.1 16 250 "漕河泾开发区" 13 34910 13 115 154.15 2685.38461538462 11.8576923076923 8.84615384615385 226.467726240675
"6274" "名门滨江苑" 2590 1 26 12 2590 12 26 215.833333333333 "源深体育中心" 12 33940 12 256 156.4 2828.33333333333 13.0333333333333 21.3333333333333 217.007672634271
"6275" "联丰苑" 4580 2 12 27.5 2290 13.75 6 166.545454545455 "上南路" 10 22040 10 60 135.14 2204 13.514 6 163.090128755365
"6276" "华莘花园" 6650 3 19 37.2 2216.66666666667 12.4 6.33333333333333 178.763440860215 "中春路" 44 87130 44 346 508.48 1980.22727272727 11.5563636363636 7.86363636363636 171.353838892385
"6277" "典雅公寓" 2330 1 8 12.1 2330 12.1 8 192.561983471074 "赤峰路" 3 7550 3 31 37.04 2516.66666666667 12.3466666666667 10.3333333333333 203.833693304536
"6278" "长宏新苑" 2060 1 6 13.12 2060 13.12 6 157.012195121951 "淞发路" 12 26860 12 112 162.8 2238.33333333333 13.5666666666667 9.33333333333333 164.987714987715
"6279" "丽都成品" 9040 4 59 45.3 2260 11.325 14.75 199.558498896247 "五莲路" 22 54840 22 297 305.4 2492.72727272727 13.8818181818182 13.5 179.567779960707
"6280" "龙阳花苑" 5080 2 12 25 2540 12.5 6 203.2 "临沂新村" 10 23570 10 148 110.6 2357 11.06 14.8 213.110307414105
"6281" "延吉四村" 2260 1 6 11.2 2260 11.2 6 201.785714285714 "黄兴公园" 13 31370 13 144 155.2 2413.07692307692 11.9384615384615 11.0769230769231 202.126288659794
"6282" "上隽嘉苑(公寓)" 2190 1 28 13 2190 13 28 168.461538461538 "南翔" 102 170850 102 1402 1257.94 1675 12.3327450980392 13.7450980392157 135.817288582921
"6283" "三林世博家园(东书房路560弄)" 2060 1 17 11.8 2060 11.8 17 174.576271186441 "浦三路" 42 88780 42 393 574.5 2113.80952380952 13.6785714285714 9.35714285714286 154.534377719756
"6284" "东沟六村" 2260 1 6 9.2 2260 9.2 6 245.652173913043 "东陆路" 21 46210 21 138 321.29 2200.47619047619 15.2995238095238 6.57142857142857 143.826449624949
"6285" "川杨新苑(二期)" 5650 3 34 36.2 1883.33333333333 12.0666666666667 11.3333333333333 156.077348066298 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6286" "田林四村" 1930 1 6 7 1930 7 6 275.714285714286 "桂林路" 29 82600 29 324 365.39 2848.27586206897 12.5996551724138 11.1724137931034 226.059826486768
"6287" "联城花苑" 4580 2 12 26.14 2290 13.07 6 175.210405508799 "长清路" 12 29130 12 199 150.5 2427.5 12.5416666666667 16.5833333333333 193.554817275747
"6288" "华龙新苑小区" 4450 2 12 18.2 2225 9.1 6 244.505494505494 "龙华" 6 14520 6 36 59.6 2420 9.93333333333333 6 243.624161073825
"6289" "高行家园" 1860 1 11 15.4 1860 15.4 11 120.779220779221 "金京路" 49 92260 49 866 583.61 1882.85714285714 11.9104081632653 17.6734693877551 158.08502253217
"6290" "和欣国际花园" 1690 1 18 7 1690 7 18 241.428571428571 "呼兰路" 13 24590 13 98 181.3 1891.53846153846 13.9461538461538 7.53846153846154 135.631549917264
"6291" "和新小区" 1990 1 6 9.96 1990 9.96 6 199.799196787149 "彭浦新村" 16 35260 16 144 195.47 2203.75 12.216875 9 180.38573694173
"6292" "翔顺公寓" 8360 4 24 42 2090 10.5 6 199.047619047619 "翔殷路" 21 53660 21 208 281 2555.2380952381 13.3809523809524 9.90476190476191 190.960854092527
"6293" "川沙公寓" 1860 1 6 13.6 1860 13.6 6 136.764705882353 "川沙" 47 81570 47 426 667.07 1735.53191489362 14.1929787234043 9.06382978723404 122.28101998291
"6294" "江桥二村" 3650 2 12 31.62 1825 15.81 6 115.433270082226 "丰庄" 17 38000 17 198 222.17 2235.29411764706 13.0688235294118 11.6470588235294 171.040194445695
"6295" "滨浦新苑一村" 3380 2 22 25.2 1690 12.6 11 134.126984126984 "联航路" 51 82170 51 415 666.44 1611.17647058824 13.0674509803922 8.13725490196078 123.296920953124
"6296" "梅花新村(花木)" 4650 2 12 21.9 2325 10.95 6 212.328767123288 "世纪公园" 30 82620 30 343 386.24 2754 12.8746666666667 11.4333333333333 213.908450704225
"6297" "保利叶语(二期)(公寓)" 1630 1 21 8.5 1630 8.5 21 191.764705882353 "顾村公园" 34 48530 34 392 400.13 1427.35294117647 11.7685294117647 11.5294117647059 121.28558218579
"6298" "自然居家园" 1890 1 10 14.5 1890 14.5 10 130.344827586207 "共富新村" 45 75910 45 341 590.4 1686.88888888889 13.12 7.57777777777778 128.573848238482
"6299" "阳光威尼斯(四期)(公寓)" 11600 6 117 73.7 1933.33333333333 12.2833333333333 19.5 157.394843962008 "祁连山路" 29 55140 29 544 354.11 1901.37931034483 12.2106896551724 18.7586206896552 155.714326056875
"6300" "龙湖蓝湖郡(别墅)" 1890 1 3 22.2 1890 22.2 3 85.1351351351351 "嘉定新城" 36 57100 36 839 468.78 1586.11111111111 13.0216666666667 23.3055555555556 121.805537778915
"6301" "贝越水岸名邸" 1530 1 8 14.2 1530 14.2 8 107.746478873239 "川沙" 47 81570 47 426 667.07 1735.53191489362 14.1929787234043 9.06382978723404 122.28101998291
"6302" "剑桥丽苑" 4480 3 18 37.02 1493.33333333333 12.34 6 121.015667206915 "剑川路" 17 25110 17 113 217.18 1477.05882352941 12.7752941176471 6.64705882352941 115.618381066397
"6303" "颐亭花园(公寓)" 1560 1 14 10.5 1560 10.5 14 148.571428571429 "九亭" 111 210840 111 1271 1457.4 1899.45945945946 13.1297297297297 11.4504504504505 144.668587896254
"6304" "森兰名佳" 3020 2 25 14.21 1510 7.105 12.5 212.526389866291 "外高桥保税区南" 12 18480 12 142 139.26 1540 11.605 11.8333333333333 132.701421800948
"6305" "馨佳园(韶山路419弄)" 4310 3 36 36.1 1436.66666666667 12.0333333333333 12 119.390581717452 "刘行" 80 112450 80 1098 1024.83 1405.625 12.810375 13.725 109.725515451343
"6306" "汇善嘉苑" 5010 3 60 33.9 1670 11.3 20 147.787610619469 "鹤沙航城" 37 44980 37 555 410.14 1215.67567567568 11.0848648648649 15 109.669868825279
"6307" "东安二村" 6250 2 10 24.42 3125 12.21 5 255.937755937756 "东安路" 5 15790 5 29 64.02 3158 12.804 5.8 246.641674476726
"6308" "林绿家园" 5420 2 12 18 2710 9 6 301.111111111111 "国权路" 11 28570 11 148 118.33 2597.27272727273 10.7572727272727 13.4545454545455 241.443420941435
"6309" "五星公寓" 2760 1 24 12.53 2760 12.53 24 220.271348762969 "金沙江路" 6 16520 6 102 65.93 2753.33333333333 10.9883333333333 17 250.56878507508
"6310" "紫光苑" 4650 2 25 27.4 2325 13.7 12.5 169.70802919708 "西藏北路" 17 47030 17 232 212.96 2766.47058823529 12.5270588235294 13.6470588235294 220.839594290008
"6311" "仕嘉名苑" 3590 1 9 17.41 3590 17.41 9 206.203331418725 "蓝村路" 12 33230 12 151 160.77 2769.16666666667 13.3975 12.5833333333333 206.692790943584
"6312" "虹康花苑(二期)" 3430 1 6 15.52 3430 15.52 6 221.005154639175 "北新泾" 26 79440 26 297 346.98 3055.38461538462 13.3453846153846 11.4230769230769 228.946913366765
"6313" "虹旭小区" 5380 2 12 28 2690 14 6 192.142857142857 "水城路" 9 24310 9 51 108.9 2701.11111111111 12.1 5.66666666666667 223.232323232323
"6314" "建华新苑" 3930 1 16 13.41 3930 13.41 16 293.064876957494 "世纪公园" 30 82620 30 343 386.24 2754 12.8746666666667 11.4333333333333 213.908450704225
"6315" "海洲丽园" 2960 1 19 12 2960 12 19 246.666666666667 "陆家浜路" 15 49510 15 292 201.5 3300.66666666667 13.4333333333333 19.4666666666667 245.707196029777
"6316" "联洋年华" 7080 2 45 29.3 3540 14.65 22.5 241.638225255973 "杨高中路" 24 70480 24 287 306.7 2936.66666666667 12.7791666666667 11.9583333333333 229.801108575155
"6317" "大家源新城" 3090 1 31 11.9 3090 11.9 31 259.663865546218 "中山公园" 27 69110 27 542 336.3 2559.62962962963 12.4555555555556 20.0740740740741 205.501040737437
"6318" "华阳苑" 3060 1 18 15.2 3060 15.2 18 201.315789473684 "北洋泾路" 37 89840 37 450 419 2428.10810810811 11.3243243243243 12.1621621621622 214.415274463007
"6319" "中泰大厦(静安)" 3530 1 15 122 3530 122 15 28.9344262295082 "汉中路" 10 34330 10 259 262.4 3433 26.24 25.9 130.830792682927
"6320" "瑞江花园梅苑" 5710 4 36 45.5 1427.5 11.375 9 125.494505494505 "梅江道" 29 40770 29 221 406.29 1405.86206896552 14.01 7.62068965517241 100.347042752714
"6321" "双秀北园" 2790 2 12 26.6 1395 13.3 6 104.887218045113 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6322" "金厦里" 3020 2 15 29.8 1510 14.9 7.5 101.342281879195 "红旗南路" 26 42680 26 189 354.2 1641.53846153846 13.6230769230769 7.26923076923077 120.496894409938
"6323" "东亚风尚国际" 4890 3 92 37.08 1630 12.36 30.6666666666667 131.877022653722 "远洋国际中心" 9 13960 9 178 108.39 1551.11111111111 12.0433333333333 19.7777777777778 128.794169203801
"6324" "中国铁建青秀城" 6030 5 145 56.35 1206 11.27 29 107.009760425909 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6325" "庄泾苑" 4380 3 48 39 1460 13 16 112.307692307692 "洞泾" 16 23830 16 252 184.8 1489.375 11.55 15.75 128.950216450216
"6326" "新凯城玉兰苑" 2350 2 26 13.9 1175 6.95 13 169.064748201439 "佘山" 39 55650 39 416 420.25 1426.92307692308 10.775641025641 10.6666666666667 132.421177870315
"6327" "江中公寓" 6900 5 30 59.9 1380 11.98 6 115.191986644407 "松江新城" 60 91420 60 593 840.42 1523.66666666667 14.007 9.88333333333333 108.778943861403
"6328" "新青浦花苑(公寓)" 1190 1 6 9.7 1190 9.7 6 122.680412371134 "青浦新城" 11 15810 11 63 153.9 1437.27272727273 13.9909090909091 5.72727272727273 102.729044834308
"6329" "汇福家园泰和里" 2920 2 34 24.4 1460 12.2 17 119.672131147541 "鹤沙航城" 37 44980 37 555 410.14 1215.67567567568 11.0848648648649 15 109.669868825279
"6330" "翰雅园" 1560 1 6 14.9 1560 14.9 6 104.697986577181 "天拖" 18 31400 18 261 277.5 1744.44444444444 15.4166666666667 14.5 113.153153153153
"6331" "万科民和巷" 18220 15 187 203.46 1214.66666666667 13.564 12.4666666666667 89.5507716504473 "新立" 15 18220 15 187 203.46 1214.66666666667 13.564 12.4666666666667 89.5507716504473
"6332" "祺林园" 1360 1 6 13.9 1360 13.9 6 97.841726618705 "梅林路" 42 47600 42 1027 448.79 1133.33333333333 10.6854761904762 24.452380952381 106.062969317498
"6333" "沱江里" 1630 1 6 14.1 1630 14.1 6 115.602836879433 "宜宾道" 22 34560 22 129 295.6 1570.90909090909 13.4363636363636 5.86363636363636 116.914749661705
"6334" "同方花园" 3420 2 55 30.76 1710 15.38 27.5 111.183355006502 "东南角" 11 19260 11 272 166.76 1750.90909090909 15.16 24.7272727272727 115.495322619333
"6335" "朗庭园" 1160 1 20 11.4 1160 11.4 20 101.754385964912 "肿瘤医院" 12 18130 12 112 172.7 1510.83333333333 14.3916666666667 9.33333333333333 104.979733642154
"6336" "富力城天越园" 3380 2 52 33.5 1690 16.75 26 100.89552238806 "西北角" 9 16030 9 225 137.6 1781.11111111111 15.2888888888889 25 116.497093023256
"6337" "北宁湾-宁静家园" 4710 3 97 42.4 1570 14.1333333333333 32.3333333333333 111.084905660377 "铁东路" 7 10620 7 224 83.8 1517.14285714286 11.9714285714286 32 126.73031026253
"6338" "天房崇德园" 8790 5 131 63.7 1758 12.74 26.2 137.990580847724 "迎风道" 48 77630 48 474 614.14 1617.29166666667 12.7945833333333 9.875 126.404402904875
"6339" "伊顿玫瑰公寓" 2290 1 30 14.8 2290 14.8 30 154.72972972973 "二纬路" 9 15870 9 107 117.8 1763.33333333333 13.0888888888889 11.8888888888889 134.71986417657
"6340" "愉景南苑" 3320 2 38 14.4 1660 7.2 19 230.555555555556 "鹭江" 48 84770 48 718 485.66 1766.04166666667 10.1179166666667 14.9583333333333 174.545978668204
"6341" "江南新苑" 1790 1 28 8.3 1790 8.3 28 215.66265060241 "中大" 21 38880 21 696 208.2 1851.42857142857 9.91428571428571 33.1428571428571 186.743515850144
"6342" "中信乐涛苑" 4810 3 21 34.96 1603.33333333333 11.6533333333333 7 137.585812356979 "鹭江" 48 84770 48 718 485.66 1766.04166666667 10.1179166666667 14.9583333333333 174.545978668204
"6343" "五羊小区" 2190 1 8 9.67 2190 9.67 8 226.473629782834 "五羊邨" 14 37400 14 370 146.87 2671.42857142857 10.4907142857143 26.4285714285714 254.64696670525
"6344" "天逸名都" 2490 1 31 9.1 2490 9.1 31 273.626373626374 "华师" 48 90820 48 1272 492.02 1892.08333333333 10.2504166666667 26.5 184.585992439332
"6345" "华苑大厦" 8210 3 89 44 2736.66666666667 14.6666666666667 29.6666666666667 186.590909090909 "体育西路" 16 40340 16 208 197.46 2521.25 12.34125 13 204.294540666464
"6346" "风华庭" 1460 1 11 15 1460 15 11 97.3333333333333 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6347" "万科金色领域" 6250 6 118 57.5 1041.66666666667 9.58333333333333 19.6666666666667 108.695652173913 "中坝" 10 10250 10 225 105.95 1025 10.595 22.5 96.7437470504955
"6348" "华润凤凰城二期" 2660 2 52 26.77 1330 13.385 26 99.3649607769892 "世纪城" 45 58060 45 1382 602.51 1290.22222222222 13.3891111111111 30.7111111111111 96.3635458332642
"6349" "金岛御璟世家" 1330 1 33 9.41 1330 9.41 33 141.339001062699 "罗家庄" 2 2690 2 66 22.61 1345 11.305 33 118.973905351614
"6350" "水漪袅铜" 2620 2 24 19.4 1310 9.7 12 135.051546391753 "桐梓林" 13 18080 13 147 185.22 1390.76923076923 14.2476923076923 11.3076923076923 97.6136486340568
"6351" "新加坡花园" 1330 1 11 15.6 1330 15.6 11 85.2564102564103 "火车南站" 1 1330 1 11 15.6 1330 15.6 11 85.2564102564103
"6352" "阳曦芙蓉城" 1290 1 28 14.5 1290 14.5 28 88.9655172413793 "羊犀立交" 20 23020 20 525 234.09 1151 11.7045 26.25 98.3382459737708
"6353" "万科城花璟苑" 3260 2 68 30.5 1630 15.25 34 106.885245901639 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6354" "水岸华庭" 1130 1 28 9.82 1130 9.82 28 115.071283095723 "双桥路" 6 7000 6 186 67.05 1166.66666666667 11.175 31 104.399701715138
"6355" "晶蓝半岛二期" 4170 3 78 49.93 1390 16.6433333333333 26 83.5169236931704 "牛王庙" 29 37880 29 802 355.52 1306.20689655172 12.2593103448276 27.6551724137931 106.548154815482
"6356" "华阳滨河花园" 3640 4 24 53.1 910 13.275 6 68.5499058380414 "四河" 38 39360 38 818 514.05 1035.78947368421 13.5276315789474 21.5263157894737 76.5684271957981
"6357" "成都花园翠雍华庭" 1090 1 11 9.9 1090 9.9 11 110.10101010101 "东坡路" 24 27760 24 608 317.51 1156.66666666667 13.2295833333333 25.3333333333333 87.4303171553652
"6358" "北回归线一期" 3810 4 88 33.97 952.5 8.4925 22 112.157786282014 "昭觉寺南路" 15 15130 15 323 165.49 1008.66666666667 11.0326666666667 21.5333333333333 91.4254637742462
"6359" "凯丽豪景" 860 1 30 7.3 860 7.3 30 117.808219178082 "蜀汉路东" 3 3280 3 45 41.7 1093.33333333333 13.9 15 78.6570743405276
"6360" "优品尚东三期" 1160 1 32 14.1 1160 14.1 32 82.2695035460993 "槐树店" 13 14800 13 361 177.33 1138.46153846154 13.6407692307692 27.7692307692308 83.460215417583
"6361" "茂恒园" 6050 2 20 32.5 3025 16.25 10 186.153846153846 "孖岭" 23 49510 23 262 252.37 2152.60869565217 10.9726086956522 11.3913043478261 196.180211594088
"6362" "128大院" 6910 3 21 63.94 2303.33333333333 21.3133333333333 7 108.070065686581 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6363" "幸福海岸一期" 2890 1 18 11.2 2890 11.2 18 258.035714285714 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6364" "新银座华庭" 4150 2 62 13.83 2075 6.915 31 300.072306579899 "人民南" 9 16810 9 180 71.93 1867.77777777778 7.99222222222222 20 233.69943000139
"6365" "皇岗花园大厦" 2190 1 18 8.4 2190 8.4 18 260.714285714286 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6366" "星海名城二期八组团" 9510 4 72 52.4 2377.5 13.1 18 181.488549618321 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6367" "怡然天地居" 1760 1 6 10.1 1760 10.1 6 174.257425742574 "龙井" 5 12190 5 48 62.1 2438 12.42 9.6 196.296296296296
"6368" "丽珠花园" 1960 1 7 16.5 1960 16.5 7 118.787878787879 "茶光" 4 6910 4 58 41.61 1727.5 10.4025 14.5 166.065849555395
"6369" "福华阁" 9380 3 60 37 3126.66666666667 12.3333333333333 20 253.513513513514 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6370" "田苑小区" 7670 5 35 44.5 1534 8.9 7 172.359550561798 "洪湖" 13 20040 13 197 119.9 1541.53846153846 9.22307692307692 15.1538461538462 167.139282735613
"6371" "新洲花园综合楼" 1860 1 8 11.9 1860 11.9 8 156.302521008403 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6372" "佳兆业悦峰" 1390 1 17 10.35 1390 10.35 17 134.299516908213 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6373" "榆园小区" 1990 1 7 14.71 1990 14.71 7 135.282121006118 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6374" "百花公寓一期" 1860 1 32 11.2 1860 11.2 32 166.071428571429 "黄木岗" 8 16110 8 129 109.5 2013.75 13.6875 16.125 147.123287671233
"6375" "中关村" 22120 5 32 53.16 4424 10.632 6.4 416.102332580888 "知春里" 40 176350 40 372 499.53 4408.75 12.48825 9.3 353.031849938943
"6376" "大拐棒胡同" 8180 2 12 24.4 4090 12.2 6 335.245901639344 "西四" 5 18450 5 31 50.13 3690 10.026 6.2 368.043087971275
"6377" "阳光100" 9250 2 76 31.2 4625 15.6 38 296.474358974359 "大望路" 32 114220 32 659 394 3569.375 12.3125 20.59375 289.89847715736
"6378" "嘉铭桐城E区" 3260 1 11 18.4 3260 18.4 11 177.173913043478 "关庄" 38 136320 38 922 574.29 3587.36842105263 15.1128947368421 24.2631578947368 237.371362900277
"6379" "又一村" 7450 2 12 27.6 3725 13.8 6 269.927536231884 "慈寿寺" 14 46920 14 166 168 3351.42857142857 12 11.8571428571429 279.285714285714
"6380" "国祥胡同4号院" 3430 1 5 11 3430 11 5 311.818181818182 "鼓楼大街" 11 37310 11 78 115.99 3391.81818181818 10.5445454545455 7.09090909090909 321.66566083283
"6381" "香河园北里" 3490 1 14 15.3 3490 15.3 14 228.104575163399 "柳芳" 44 148820 44 478 533.06 3382.27272727273 12.115 10.8636363636364 279.180580047274
"6382" "四平园" 3460 1 6 12.3 3460 12.3 6 281.30081300813 "陶然亭" 35 106000 35 468 450.72 3028.57142857143 12.8777142857143 13.3714285714286 235.179268725595
"6383" "华严北里9号院" 3160 1 11 14.5 3160 14.5 11 217.931034482759 "健德门" 46 148110 46 682 473.36 3219.78260869565 10.2904347826087 14.8260869565217 312.890823052222
"6384" "静淑东里" 3290 1 14 9.1 3290 9.1 14 361.538461538462 "六道口" 57 187070 57 834 635.73 3281.9298245614 11.1531578947368 14.6315789473684 294.260141884133
"6385" "麦子店街" 3190 1 6 10 3190 10 6 319 "农业展览馆" 9 31560 9 53 107.46 3506.66666666667 11.94 5.88888888888889 293.690675600223
"6386" "大羊宜宾胡同35号院" 3260 1 6 9.7 3260 9.7 6 336.082474226804 "建国门" 9 30270 9 105 91.5 3363.33333333333 10.1666666666667 11.6666666666667 330.819672131148
"6387" "枫泽园" 5250 2 12 29.1 2625 14.55 6 180.412371134021 "首经贸" 76 214630 76 1185 1024 2824.07894736842 13.4736842105263 15.5921052631579 209.599609375
"6388" "方南家园二期" 8380 3 72 33.1 2793.33333333333 11.0333333333333 24 253.172205438066 "刘家窑" 32 90900 32 477 388.55 2840.625 12.1421875 14.90625 233.946725003217
"6389" "万年花城五期" 11370 4 62 49.7 2842.5 12.425 15.5 228.772635814889 "首经贸" 76 214630 76 1185 1024 2824.07894736842 13.4736842105263 15.5921052631579 209.599609375
"6390" "北京方向" 2890 1 18 13.5 2890 13.5 18 214.074074074074 "郭公庄" 31 74240 31 589 416.23 2394.83870967742 13.4267741935484 19 178.362924344713
"6391" "兴化路2号院" 2890 1 6 9.7 2890 9.7 6 297.938144329897 "和平里北街" 22 72260 22 142 251.6 3284.54545454545 11.4363636363636 6.45454545454545 287.201907790143
"6392" "翠微北里" 2960 1 24 10.6 2960 10.6 24 279.245283018868 "西钓鱼台" 25 71060 25 220 267.13 2842.4 10.6852 8.8 266.012802755213
"6393" "小黄庄前街3号院" 3090 1 6 10.2 3090 10.2 6 302.941176470588 "和平西桥" 31 106240 31 321 340.7 3427.09677419355 10.9903225806452 10.3548387096774 311.828588200763
"6394" "东直门内北小街16号" 3030 1 10 10.42 3030 10.42 10 290.786948176584 "雍和宫" 6 19690 6 60 58.92 3281.66666666667 9.82 10 334.18194161575
"6395" "地坛北里" 3090 1 5 15.3 3090 15.3 5 201.960784313725 "和平里北街" 22 72260 22 142 251.6 3284.54545454545 11.4363636363636 6.45454545454545 287.201907790143
"6396" "电车厂宿舍" 2860 1 6 7.9 2860 7.9 6 362.025316455696 "积水潭" 51 180320 51 472 611.3 3535.6862745098 11.9862745098039 9.25490196078431 294.977915916898
"6397" "西坝河中里" 10590 3 40 47.4 3530 15.8 13.3333333333333 223.417721518987 "光熙门" 25 87880 25 397 310.6 3515.2 12.424 15.88 282.936252414681
"6398" "东堂子胡同" 3060 1 6 9.5 3060 9.5 6 322.105263157895 "灯市口" 11 36480 11 116 118.58 3316.36363636364 10.78 10.5454545454545 307.640411536515
"6399" "玉林东里一区" 4820 2 12 21.5 2410 10.75 6 224.186046511628 "北京南站" 47 119830 47 619 543.08 2549.57446808511 11.5548936170213 13.1702127659574 220.648891507697
"6400" "金盏嘉园D区" 9500 4 66 43.4 2375 10.85 16.5 218.89400921659 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6401" "金盏嘉园C区" 4720 2 33 19.9 2360 9.95 16.5 237.185929648241 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"6402" "康营家园五区" 2390 1 7 11.4 2390 11.4 7 209.649122807018 "孙河" 41 96980 41 365 552.82 2365.36585365854 13.4834146341463 8.90243902439024 175.427806519301
"6403" "沁园" 10710 4 48 48.3 2677.5 12.075 12 221.739130434783 "常营" 107 293200 107 1817 1514.23 2740.18691588785 14.1516822429907 16.981308411215 193.629765623452
"6404" "汇锦苑" 17950 7 150 83.2 2564.28571428571 11.8857142857143 21.4285714285714 215.745192307692 "玉泉路" 84 219690 84 1456 1070.27 2615.35714285714 12.7413095238095 17.3333333333333 205.265960925748
"6405" "百合园" 9580 4 76 53.4 2395 13.35 19 179.40074906367 "马家堡" 30 77370 30 482 357.41 2579 11.9136666666667 16.0666666666667 216.474077390112
"6406" "北京新天地四期" 11110 4 106 50.1 2777.5 12.525 26.5 221.756487025948 "管庄" 91 222300 91 1694 1182.27 2442.85714285714 12.991978021978 18.6153846153846 188.02811540511
"6407" "富力桃园B区" 4720 2 22 25.6 2360 12.8 11 184.375 "霍营" 181 483550 181 2035 2566.53 2671.54696132597 14.1797237569061 11.2430939226519 188.406135911133
"6408" "康营家园三十二区" 10240 4 34 61.45 2560 15.3625 8.5 166.639544344996 "孙河" 41 96980 41 365 552.82 2365.36585365854 13.4834146341463 8.90243902439024 175.427806519301
"6409" "金隅汇星苑" 4580 2 58 17.9 2290 8.95 29 255.86592178771 "高碑店" 37 111850 37 657 548.17 3022.97297297297 14.8154054054054 17.7567567567568 204.04254154733
"6410" "新华街五里" 7080 3 42 29.51 2360 9.83666666666667 14 239.918671636733 "丰台南路" 37 93090 37 508 463.72 2515.94594594595 12.532972972973 13.7297297297297 200.746139912016
"6411" "洋桥西里" 10140 4 60 38.5 2535 9.625 15 263.376623376623 "北京南站" 47 119830 47 619 543.08 2549.57446808511 11.5548936170213 13.1702127659574 220.648891507697
"6412" "杨庄22号院" 3880 2 12 24.5 1940 12.25 6 158.367346938776 "通州北苑" 116 256930 116 1624 1570.76 2214.91379310345 13.5410344827586 14 163.570500904021
